"Author Name","Auth-ID","Number of Documents","Subject Area","Orc_ID"

"Kiswanto, Leonard Julio","57211331807","1","Engineering
Business, Management and Accounting
"
"Pratiwi, Dini","57142446400","1","Computer Science
"
"Chandra, Ritchie","57215135081","2","Computer Science
Social Sciences
Physics and Astronomy
Decision Sciences
"
"Tanty, Heruna","57189247262","4","Computer Science
Physics and Astronomy
Energy
Decision Sciences
"
"Natalia, Desty","56310880500","1","Business, Management and Accounting
"
"Taufik Roni, S.","57217129700","1","Engineering
Materials Science
"
"Baity, Rizky Dwi","56433662400","1","Engineering
"
"Ayuningtyas, Paramita","57191032075","1","Social Sciences
Energy
Environmental Science
Mathematics
Engineering
Computer Science
"
"Suci, Aprianikurnia","57216806359","1","Engineering
Energy
Computer Science
"
"Lisanti, Yuliana","55014263900","10","Computer Science
Social Sciences
Decision Sciences
Business, Management and Accounting
Mathematics
Medicine
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Engineering
Energy
"
"Ricky","56104116800","1","Computer Science
"
"Masrukhin, Agus","56958630400","6","Social Sciences
Computer Science
Arts and Humanities
Environmental Science
Mathematics
Engineering
Physics and Astronomy
Energy
Medicine
"
"Sun, Yen","57195905993","7","Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
Arts and Humanities
Economics, Econometrics and Finance
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Mathematics
Engineering
Medicine
Energy
"
"Tohang, Valentina","56820137400","4","Computer Science
Decision Sciences
Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Environmental Science
Mathematics
Engineering
Energy
","0000-0001-6612-8056"
"Diana, Viby","57219574928","1","Decision Sciences
Computer Science
Business, Management and Accounting
"
"Claudia, Angeline","57218768054","1","Engineering
Computer Science
"
"Alfin","57211270332","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Tangkuman, Yoshua Daniel","57216452100","1","Engineering
Computer Science
"
"Komala, Ascencia Fike","57210887967","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Mariana, Yosica","57200375707","9","Environmental Science
Earth and Planetary Sciences
"
"Argog, Alih","56598030400","1","Mathematics
Computer Science
"
"Michele, Aurelia","57211237719","1","Computer Science
"
"Hidayati, Mira","57207735435","3","Computer Science
Engineering
"
"Wijaya, Tommy","57220289827","1","Computer Science
"
"Hartarto, Yustinus B.","57205282611","1","Engineering
Social Sciences
"
"Gustiyana, Talitha","57203398745","2","Engineering
Business, Management and Accounting
Decision Sciences
"
"Wiyarta, Mahendra","57204424572","1","Computer Science
"
"Rachmantyo, Dannys Dian","57220206626","1","Computer Science
Engineering
Mathematics
Decision Sciences
"
"Jonathan, Junaidy","57211242292","1","Computer Science
"
"Sari, Windy Indah","57207764802","1","Environmental Science
Earth and Planetary Sciences
"
"Christian","57194542150","4","Computer Science
Decision Sciences
Energy
Social Sciences
"
"Rahadian, Okta Purnama","57207732390","1","Computer Science
"
"Akbar, Azdin","57193343119","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Tamara, Dewi","57211295629","3","Business, Management and Accounting
Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Environmental Science
Engineering
"
"Yulianto, Budi","6506615618","20","Computer Science
Social Sciences
Decision Sciences
Environmental Science
Engineering
Energy
Mathematics
Medicine
","0000-0002-7901-5525"
"Liundi, Nicholas","57215929414","2","Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
"
"Novita","57203359164","3","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Computer Science
Decision Sciences
"
"Andrean, Yosefina Pricilia","57208080716","2","Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
"
"Fajarwati, Ade Ariyani Sari","57197842362","4","Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
","0000-0003-4833-8484"
"Stefanus","57210394752","1","Mathematics
Computer Science
"
"Habibi, Isra Nurul","57208514707","1","Environmental Science
Business, Management and Accounting
"
"Dani, M.","57216131377","1","Environmental Science
Earth and Planetary Sciences
"
"Lee, Derrick","57211338453","1","Engineering
Business, Management and Accounting
"
"Haw, Clara","57215910815","1","Computer Science
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
"
"Hadiwidjaja, Noviyanti","54882306300","1","Engineering
"
"Abdulrachman, Edy","57219707770","1","Computer Science
Engineering
Decision Sciences
"
"Wiannastiti, Melania","57191623709","6","Computer Science
Decision Sciences
Materials Science
Social Sciences
Engineering
"
"Djalal, Farah Mutiasari","55248325900","5","Psychology
Arts and Humanities
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Social Sciences
Medicine
","0000-0003-2767-8279"
"Fitriasari, Dewi","56050724900","1","Social Sciences
Business, Management and Accounting
","0000-0001-5553-0963"
"Maulana, Fairuz Iqbal","57193570385","2","Computer Science
Engineering
Decision Sciences
Physics and Astronomy
Business, Management and Accounting
Mathematics
","0000-0002-8740-1530"
"Zahedi, Zahedi","56971277000","4","Engineering
Materials Science
Computer Science
"
"Setiawan, Achmad","57211907003","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Prabowo, Harjanto","57210847043","102","Computer Science
Engineering
Decision Sciences
Social Sciences
Business, Management and Accounting
Medicine
Mathematics
Economics, Econometrics and Finance
Environmental Science
Physics and Astronomy
Energy
Materials Science
Arts and Humanities
Health Professions
"
"Aini, Siti Rahmah Nurul","57209822095","1","Computer Science
"
"Fahrobi, Rehan","57202783957","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Samuel, Ferico","57202791582","1","Computer Science
Social Sciences
"
"Inayatulloh","57189212581","9","Computer Science
Decision Sciences
Business, Management and Accounting
Social Sciences
Physics and Astronomy
Medicine
"
"Triwardhani, Arindra J.","57200367256","1","Earth and Planetary Sciences
Environmental Science
"
"Rudy","56241245700","11","Computer Science
Decision Sciences
Engineering
Social Sciences
Physics and Astronomy
Business, Management and Accounting
Mathematics
Medicine
"
"Hendersen, Kevin","57218829581","1","Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
"
"Fibra, Adsina","57193382757","3","Physics and Astronomy
Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Kanz, Abiyyu Fawwaz","57207735410","2","Physics and Astronomy
Computer Science
"
"Luckieta, Meiliani","57218796100","1","Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
"
"Safutra, Hariawan Bangun","57205020713","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Mursitama, Tirta Nugraha","15758253200","50","Computer Science
Business, Management and Accounting
Social Sciences
Engineering
Environmental Science
Earth and Planetary Sciences
Decision Sciences
Economics, Econometrics and Finance
Energy
Mathematics
Medicine
Multidisciplinary
Arts and Humanities
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
","0000-0002-0230-8864"
"Elda Hiererra, Siti","57205019740","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Chandra, Felisitus Bryan","57215413551","1","Computer Science
Decision Sciences
Social Sciences
"
"Tri, Rahmanto Nikolaus Permana","57212389882","2","Computer Science
Social Sciences
Engineering
Decision Sciences
"
"Katarina, Widya","57193408144","8","Earth and Planetary Sciences
Environmental Science
Computer Science
"
"Rahayu, Siwi Piranti","57219573647","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Surur, Mochammad Misbahus","57211270363","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Soetarno, Djoko","57200210982","3","Computer Science
Decision Sciences
"
"Agustine, Ria Theresia","57217920724","1","Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
"
"Herawati, Erni","57195936265","2","Social Sciences
Computer Science
Physics and Astronomy
Business, Management and Accounting
Engineering
Medicine
"
"Kom, S.","55868768900","2","Computer Science
Engineering
Mathematics
"
"Zulfa Achsani, M.","57211499624","1","Computer Science
Engineering
Social Sciences
Decision Sciences
"
"Aritonang, Y.","57193388045","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Dwiyanthi, Asriana","57211910644","1","Engineering
Computer Science
"
"Solihin, A.","57221132522","1","Engineering
Materials Science
"
"Sanjaya, Arnold","57193343135","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Medina, Nadya","57205019758","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Hutagaol, B. Junaedi","57217028178","1","Engineering
Computer Science
"
"Muetia, Rizka","57191032904","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Leonita, Lily","57219574968","1","Decision Sciences
Computer Science
Business, Management and Accounting
"
"Wijanto, Setyo Hari","57191032906","6","Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Engineering
Mathematics
Medicine
Decision Sciences
Energy
Biochemistry, Genetics and Molecular Biology
"
"Patrik, Aurello","57204175414","2","Computer Science
Decision Sciences
"
"Adriani, S. D.","57209458791","1","Physics and Astronomy
"
"Theodorick","57195721508","1","Engineering
Computer Science
"
"Sridhatu","57205019759","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Qing, Carolyn Hong Gui","57211230286","5","Computer Science
Business, Management and Accounting
Decision Sciences
Social Sciences
Medicine
Mathematics
"
"Lim, Frendy","57217046841","1","Social Sciences
"
"Deviacita, Qisty Amanda","57210887929","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Setiawan, Karina","57211242265","1","Computer Science
"
"Fernando, Erick","57189355900","51","Computer Science
Engineering
Decision Sciences
Business, Management and Accounting
Social Sciences
Physics and Astronomy
Mathematics
Medicine
Health Professions
","0000-0003-2428-0484"
"Lay, Florenz","57205358389","1","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
"
"Meullemans, C. G E","57193792205","1","Engineering
Materials Science
"
"Kom, M.","57202905205","1","Social Sciences
"
"Putra, Octarium Bima Wicaksana","57219562992","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Bay, Kevin Zulfian","57219237297","1","Physics and Astronomy
Engineering
Business, Management and Accounting
"
"Maulatsih, Weny","57216765323","1","Business, Management and Accounting
Economics, Econometrics and Finance
Engineering
Decision Sciences
Computer Science
"
"Angeline, Mia","56820130800","6","Computer Science
Social Sciences
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Decision Sciences
Environmental Science
Engineering
Mathematics
Medicine
Energy
","0000-0002-0797-599X"
"Pamungkas, Giantoro","57219455570","1","Pharmacology, Toxicology and Pharmaceutics
"
"Putra, Leonardo Primadala","57215929456","1","Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
"
"Cin, Cin","57203763327","1","Computer Science
"
"Budiawan, Yoko Hustadi","56766217200","1","Computer Science
"
"Richard, H.","57211270383","1","Engineering
Materials Science
"
"Ayal, Rosalin","57210980726","1","Engineering
Computer Science
"
"Cheng, Weny","57194544776","1","Computer Science
Social Sciences
Decision Sciences
"
"Salim, Polniwati","57193679838","1","Social Sciences
Energy
Environmental Science
Mathematics
Engineering
Computer Science
"
"Sembiring, Riayadi Andemon","57207772450","1","Environmental Science
Earth and Planetary Sciences
"
"Vivi","56638486200","1","Mathematics
Computer Science
"
"Pujianto, Harry","57203067701","1","Computer Science
Engineering
Decision Sciences
"
"Purnamasari, Shinta","57203062015","2","Computer Science
Medicine
Social Sciences
Decision Sciences
"
"Ningsih, Rahmi Yulia","57193667861","5","Computer Science
Physics and Astronomy
"
"Chandra, T.","57216133997","1","Environmental Science
Earth and Planetary Sciences
"
"Muljo, Hery Harjono","55625731500","17","Computer Science
Social Sciences
Decision Sciences
Engineering
Business, Management and Accounting
Medicine
Mathematics
"
"Wijasa, Hagung Kuntjara Sambada","57193343157","1","Social Sciences
Energy
Environmental Science
Mathematics
Engineering
Computer Science
"
"Soebandrija, Khristian Edi Nugroho","55816074900","17","Engineering
Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Business, Management and Accounting
Environmental Science
"
"Nurullah, Fakhri","57207731022","2","Computer Science
Engineering
"
"Rizkiputra, Dwitek","57212102603","1","Computer Science
Energy
Decision Sciences
"
"Danny, Jonathan","57207737235","2","Engineering
Materials Science
Environmental Science
Computer Science
"
"Makalew, Brilly Andro","57201983718","8","Computer Science
Engineering
Decision Sciences
Business, Management and Accounting
Social Sciences
Medicine
Earth and Planetary Sciences
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Biochemistry, Genetics and Molecular Biology
"
"Al'Farisi, Muhammad Khalifah","57200368544","1","Environmental Science
Earth and Planetary Sciences
"
"Wibowo, Ristiaji Ari","57214453787","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Surya, Mahenda Metta","57203061572","2","Computer Science
Decision Sciences
Social Sciences
Engineering
Medicine
"
"Hutama, Adithia Panji","57211488133","1","Engineering
Physics and Astronomy
Business, Management and Accounting
"
"Rahman, Muhammad Ali","57204466342","1","Business, Management and Accounting
Economics, Econometrics and Finance
"
"Princes, Elfindah","57210443371","6","Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Medicine
Computer Science
Decision Sciences
Pharmacology, Toxicology and Pharmaceutics
Engineering
","0000-0002-1029-8109"
"Suprato, Djuria","57191039553","3","Social Sciences
Computer Science
Engineering
Environmental Science
Mathematics
Decision Sciences
Physics and Astronomy
Business, Management and Accounting
Energy
"
"Makmur, A.","57217538711","1","Engineering
Computer Science
"
"Priatna, Wirya Samatha","57200141052","2","Computer Science
Physics and Astronomy
Engineering
Neuroscience
"
"Sudiana","56600767800","3","Computer Science
Business, Management and Accounting
Decision Sciences
Social Sciences
Engineering
Medicine
"
"Debi","57219569527","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Nabiliona, Neza","57210570377","1","Engineering
Business, Management and Accounting
"
"Edmond, Christopher","57217035377","2","Engineering
"
"Sthevany","57200369869","1","Earth and Planetary Sciences
Environmental Science
"
"Puspitarini, Ayu","57219571823","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Handeu, Muhammad Yusuf","57164893100","1","Computer Science
"
"Herman, Robertus Tang","57214585655","2","Social Sciences
Energy
Environmental Science
Mathematics
Engineering
Computer Science
"
"Larasathy, K.","57209455694","1","Physics and Astronomy
"
"Raihan, W.","57193898666","1","Engineering
Materials Science
"
"Caesar, L. A.Y.","57192070182","2","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
"
"Mariana, Deni","56820173900","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Nurmoslim, Arilla","57203065944","1","Computer Science
Medicine
Decision Sciences
Social Sciences
"
"Evelyn, Clara","57205024202","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Ilvarianto, Dionisius Sarasadhi","57201117141","1","Computer Science
Business, Management and Accounting
"
"Suwarno","57216266242","4","Business, Management and Accounting
Engineering
Social Sciences
"
"Thiracitta, Narada","57207734186","2","Computer Science
"
"Gunarso, Davy Yeria","57208867962","1","Computer Science
"
"Linggarjati, Jimmy","55653616400","8","Environmental Science
Earth and Planetary Sciences
Computer Science
Physics and Astronomy
Chemical Engineering
Agricultural and Biological Sciences
"
"Putri, Marisca Revani","57202133998","4","Computer Science
Physics and Astronomy
Social Sciences
Medicine
Decision Sciences
","0000-0002-1843-6211"
"Karuh, Julianth Cendraputra","57211275187","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Paramitha, Tiara","57219417210","1","Business, Management and Accounting
"
"Bismo, Aryo","57194544721","6","Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
Arts and Humanities
Economics, Econometrics and Finance
Medicine
","0000-0002-9176-4940"
"Henry, Yuke","57210890736","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Lindawati, Asl","57220268964","1","Pharmacology, Toxicology and Pharmaceutics
"
"Wairooy, Irma Kartika","57202583440","3","Engineering
Physics and Astronomy
Business, Management and Accounting
Computer Science
"
"Fendi","57204204425","1","Computer Science
"
"Filbert, Frank","55991404200","1","Engineering
"
"Nicholas, Hendry","57215056580","1","Mathematics
Computer Science
"
"Satya, Danang","57202784458","1","Computer Science
Social Sciences
"
"Chandra, Adhi Nugroho","56542510300","2","Social Sciences
Engineering
Energy
Environmental Science
Mathematics
Computer Science
"
"Damayanti, Lorita","57211334932","2","Engineering
Materials Science
Business, Management and Accounting
"
"Piterson","57188855634","1","Computer Science
Social Sciences
"
"Young, David","57218933846","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Sutrisno, Rudy","57194203541","1","Computer Science
Medicine
Social Sciences
"
"Aziz, Rahmat Ivan","57217035351","1","Engineering
"
"Aryo","57216127284","1","Environmental Science
Earth and Planetary Sciences
"
"Syahputra, Muhammad Edo","57195127076","4","Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
Energy
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Chemistry
"
"Ginting, Friska Giovanny Br","57216547008","1","Engineering
Energy
Computer Science
"
"Giovanni","56426345600","3","Computer Science
Engineering
Physics and Astronomy
Mathematics
"
"Henry, S.","57211244068","1","Computer Science
"
"Kartawijaya, Richard","57203396135","1","Engineering
Business, Management and Accounting
Decision Sciences
"
"Riyandwita, E. Byan Wahyu","57193493654","1","Computer Science
Energy
Materials Science
"
"Dewanto, Ayudhaning P.","55927860300","1","Business, Management and Accounting
"
"Hartanto","57216756420","1","Arts and Humanities
Social Sciences
"
"Gautama, Josef Bernadi","56979323800","1","Computer Science
"
"Hendra Suwito, A. R.","57211292548","2","Computer Science
Engineering
"
"Costan","56433659600","1","Engineering
"
"Sidik, Bambang Purnomo","57216225728","1","Social Sciences
Arts and Humanities
"
"Gerardo, Stevan","55835096200","1","Computer Science
"
"Norman, Ferly","57213175428","1","Engineering
Computer Science
","0000-0001-6178-5719"
"Nurdianti, Endah","56586229500","1","Engineering
"
"Permatasari, Monica","57210885325","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Widayanti, Riana Enny","57195938857","4","Computer Science
Engineering
Social Sciences
Medicine
Pharmacology, Toxicology and Pharmaceutics
Decision Sciences
Physics and Astronomy
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
"
"Lukito, Rony Baskoro","56521667900","3","Computer Science
Engineering
"
"Siregar, Christian","57196711177","6","Computer Science
"
"Elidjen, Elidjen","57210111962","1","Business, Management and Accounting
"
"Kurniady, Andrian","38561554700","1","Computer Science
"
"Randy, Rich","57218796190","1","Engineering
Computer Science
"
"Shadrina, Aisyah Widya Nur","57211267594","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Anggraini, Amelia","57192066963","2","Computer Science
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Engineering
"
"Lavinia, M.","57214151258","1","Agricultural and Biological Sciences
"
"Putri, Alvi Sasqia","57212003788","1","Engineering
Physics and Astronomy
Business, Management and Accounting
"
"Arimbi, Intan R.","57204808579","1","Business, Management and Accounting
"
"Perdana, Rama Gilang","57203862265","2","Engineering
Computer Science
"
"Yongharto, Kimmy Octavian","57192404786","1","Physics and Astronomy
"
"Evans, R.","57220996177","1","Computer Science
"
"Kusuma, Chandrasurya","56979343400","1","Computer Science
"
"Gaol, Ford Lumban","24536664300","222","Computer Science
Engineering
Social Sciences
Mathematics
Business, Management and Accounting
Physics and Astronomy
Environmental Science
Decision Sciences
Materials Science
Energy
Earth and Planetary Sciences
Economics, Econometrics and Finance
Medicine
Chemical Engineering
Multidisciplinary
Arts and Humanities
Psychology
"
"Oey, Endra","55991818900","14","Computer Science
Environmental Science
Earth and Planetary Sciences
Engineering
Materials Science
Business, Management and Accounting
Social Sciences
Chemistry
"
"Mulyono","57192074585","3","Business, Management and Accounting
Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Engineering
"
"Bagus Wicaksono, Kuspuji Catur","57208335176","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Tobing, Nana","55788307400","1","Multidisciplinary
"
"Halim, Erwin","56008024200","18","Computer Science
Decision Sciences
Business, Management and Accounting
Social Sciences
Medicine
Engineering
Environmental Science
Mathematics
Energy
"
"Supangkat, Tito","57194322883","1","Engineering
Computer Science
"
"Utama, Iston Dwija","57203390834","7","Engineering
Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
Mathematics
Medicine
","0000-0002-1503-0814"
"Surya, Agung","57214998175","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Fitri, Rani Agias","57191043637","2","Social Sciences
Energy
Multidisciplinary
Environmental Science
Mathematics
Engineering
Computer Science
"
"Lesmana, Arry Novrialdy","57209298390","1","Mathematics
Computer Science
"
"Chandra, Stephany","57211272952","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Widyastuti, Indira Tyas","57210143534","2","Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Christian, Robby","55836435100","1","Computer Science
"
"Nugroho, Rifky A.J.I.","57211715875","1","Mathematics
Computer Science
"
"Notoatmojo, B.","57193386255","1","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
"
"Cassandra, Cadelina","56470760900","15","Computer Science
Decision Sciences
Engineering
Business, Management and Accounting
Social Sciences
Medicine
Health Professions
"
"Widjaja Saputra, Willy Johan","57205030949","2","Computer Science
Engineering
Social Sciences
Business, Management and Accounting
Decision Sciences
"
"Hendrawan, Deni","57218488631","1","Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
"
"Yustikaningrum, R. V.","57201353327","1","Earth and Planetary Sciences
Environmental Science
"
"Sistarani, Meutia","57210978494","1","Engineering
Computer Science
"
"Budiman, Lukas","57208001025","1","Agricultural and Biological Sciences
Environmental Science
Chemical Engineering
Computer Science
"
"Chang, Andreas","56819627900","5","Social Sciences
Computer Science
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Engineering
Environmental Science
Mathematics
Medicine
Decision Sciences
Energy
"
"Panatra, Adrian Julianto","57215410413","1","Computer Science
Decision Sciences
Social Sciences
"
"Ariyadi, Aris","57217197883","1","Computer Science
Physics and Astronomy
Decision Sciences
Social Sciences
"
"Lin, Xuc","57215287382","1","Computer Science
Mathematics
"
"Hadinata, Ryo","57205029966","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Simon, Christian","57200925118","1","Physics and Astronomy
"
"Hannesto, Rainer","57203061551","1","Computer Science
Medicine
Social Sciences
Decision Sciences
"
"Trisnasari","56189056400","1","Engineering
"
"Naviri, Ervi","57194540329","1","Computer Science
Social Sciences
Decision Sciences
"
"Muchardie, Brian Garda","57190949565","7","Computer Science
Business, Management and Accounting
Decision Sciences
Social Sciences
Economics, Econometrics and Finance
Medicine
Arts and Humanities
Engineering
Mathematics
"
"Rassetiadi, Rian","57207735463","2","Computer Science
Engineering
Mathematics
"
"Tirtajaya, Andy","36816659800","1","Computer Science
Engineering
"
"Cahyadi, Eka","57217003741","1","Engineering
Computer Science
"
"Wartika","57070322000","1","Engineering
Business, Management and Accounting
"
"Fernandez, Jeff","57216935967","1","Business, Management and Accounting
Decision Sciences
Computer Science
"
"Putri, Erinna Hardianto","57191625524","1","Computer Science
Decision Sciences
"
"Liem, Yunior","57208335193","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Johan, Monika Evelin","57211794641","2","Engineering
Business, Management and Accounting
Computer Science
"
"Suwito, Bagas Prakoso","57219939041","1","Computer Science
"
"Putra, F. A.","57217130745","1","Engineering
Materials Science
"
"Renouw, Ade Andriani","57164780400","1","Computer Science
"
"Mordekhai, Louis","57218936900","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Fanny","57203840033","3","Computer Science
"
"Aprilia, Vivi Regina","57201451805","2","Computer Science
Engineering
"
"Hadiyanto, Heru Santosa","57215079230","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Kabinawa, L. N.R.W.","57193863055","2","Physics and Astronomy
Earth and Planetary Sciences
Environmental Science
"
"Manurung, Rudi Hartono","57217251901","1","Multidisciplinary
"
"Vincenthio, Audrie Gabriella","57218534161","1","Social Sciences
"
"Kartikasari, Dian","57203089182","1","Computer Science
Medicine
Social Sciences
Decision Sciences
"
"Tanjung, Miranda","57215583611","1","Business, Management and Accounting
Economics, Econometrics and Finance
"
"Maured, Deryan Everestha","57212191614","1","Computer Science
Physics and Astronomy
Engineering
Decision Sciences
"
"Sustikarini, Amalia","55340561800","3","Social Sciences
Psychology
Earth and Planetary Sciences
Environmental Science
"
"Hartanti, Gabriela Amorita","57219563371","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Stefany, Sisca","56820123700","1","Social Sciences
Energy
Environmental Science
Mathematics
Engineering
Computer Science
"
"Sucianti, Novi","57194090378","1","Engineering
Computer Science
"
"Cahyono, Hanwin","57194044462","1","Business, Management and Accounting
"
"Christine, Paulina","57216502143","1","Physics and Astronomy
"
"Gayatri, Giovanna T.","57215507068","1","Computer Science
Engineering
Decision Sciences
"
"Saputra, Ryan","56177766200","1","Mathematics
Computer Science
"
"David, David","55990878800","8","Computer Science
Engineering
Social Sciences
Decision Sciences
"
"Thoha, Nurianna","56820245200","3","Social Sciences
Economics, Econometrics and Finance
Business, Management and Accounting
Arts and Humanities
Environmental Science
Mathematics
Engineering
Energy
Computer Science
"
